,정제된 댓글,label
652,추경 더는 한계 왜 마르는 곳간에,0
653,감동받은 문정부,1
654,무서워서 정리했지만,0
655,국민청원 불법공매도 이대로 방치해선,0
656,일본 전범 발언에 감정싸움 격화 합당,0
657,경제발전과 삼전에 아무런 도움도 안되는,1
658,촉수 엄금 매수 하는순간 후회합니다,0
659,어제 들어오신 호갱들 없죠,0
660,다시는 삼성전자로 외국인돈을 꼬세서 벌,0
661,헬의조선에서 가장 행복한 놈니연들,1
662,역시 우리나라 개미형들은 대단해,0
663,오늘의 교훈,1
664,삼성은 최고의 기업이다,1
665,용느 모르는 틀딱 들한테 한마디해줌,0
666,희망고문 죽어라 하는구만,1
667,지들이 리스크 올릴놈 뽑아놓고 누굴탓해,0
668,악마 광훈이가 갔습니다,0
669,다들 마음 굳게 먹고 흔들리지마라,1
670,동학개미가 다들 부자되고 떠나는 판에,1
671,윤 추모로 더불어 이벤트 희석,1
672,부부 수사 받는게 도리 기생충 누구냐,1
673,민주화를 좋아하는 좌파들은,1
674,올해 입주한 개미들은 배당금대상 아닌거져,1
675,오늘의 교훈,1
676,이재명 부동산 불로소득 환수해 전 국민,0
677,민주당도 싫고 석렬이도 싫고 사퇴하고,0
678,유로 지지 지켜질 가능성,0
679,더불어 음모당은 유언비어제조기 헛소리좀,0
680,정신병자 많다,1
681,문재인 독재국가 완성 만세 만세 만세,1
682,이좋은 불장에 뭐하누 병 딱들,0
683,윤석열 지지자님들은 이재명이 지지해라,0
684,삼전지옥,0
685,세 이상은작은 충격에도 죽는다,0
686,대국민 기만죄 기망죄 사기죄는 총살,0
687,돈 받은 사람이 범인,0
688,대통령 할 능력도 없으면서,1
689,좌익의 고통,0
690,설레발 치는 개,0
691,삼전 지옥,0
692,개미들 피토하는거봐 개관 단타 잘,1
693,같은기간 삼전 수익률 수익,1
694,윤석열 개 사과 사형구형받은 전두환 찬양,1
695,건사들 중에 아주 더러운 짓 하는 놈들,0
696,용느 모르는 틀딱 들한테 한마디해줌,0
697,국정원딸은 쟈 자가 돈이 많다,1
698,하이닉스폭등 삼전은 왜못가죠 울고싶다,0
699,윤재앙련 결국 지옥의문을 열어버렸다,0
700,이재명 대통령 당선 축하 인사지명합니다,1
701,이정부 최대의 업적,1
702,삼전 주주인데 민주당 지지자들은 제정신이,0
703,주범 푸틴과 방조범 개진핑을 세계정,1
704,시 분에 프로 업,0
705,코스피 이 깨진 진짜 이유 모르냐,0
706,핑거 독도버스 사전가입 이벤트,1
707,봐 현대인은 정신병이 있어 그걸,0
708,개인은근심말구 삼성전자사요 상승해,0
709,삼성전자 지옥 가즈아,0
710,진정한 페미를 지지한다,0
711,삼전 믿고 투자 미주식사라 금방,1
712,그냥 주식시장 어이가 없다,0
713,망신망신 나라망신,0
714,좌삐리들이 에너지 독립이 싫은 이유,0
715,오히려 좋아 테이퍼링하면,1
716,토론하면 싸움만나고 자기생각을 말못해요,0
717,이죄멍 대통령되면 좋은 시대다,1
718,와우 미수성공,1
719,연기금 매도 해야할 돈이 많다,1
720,기관 애들 팔고나면 후회한다,0
721,국정원딸 처키같은 빈대들이,0
722,시간 아깝게 질질끌지마라,0
723,제일 무서운 삼전,0
724,지옥의 주말 시자윽악,0
725,아마존은 실적이매녀 조다 카카오하고한,0
726,연애강의,1
727,설마 공포에 매도한 개미들은 없겠지,0
728,저점이탈 기모띠,1
729,으악 한계를 느낍니다,0
730,아베 호장학생 윤석렬 아버지의 승리다,1
731,아따 겁나게 빠지네요,0
732,문재인이 그립다,1
733,감사,1
734,바닥 만원 지지 하는거 보고 들가자,0
735,코스닥 잡주 게시판보다 더럽게,0
736,오를 수가 없다,0
737,부정선거시작 여론조작 지지조사조작,0
738,정권믿고 뻔뻔하고 몰염치한 놈이,1
739,이게 죄가,0
740,우리나라에서 최고로 편안한 군대에서,1
741,이 놈은 너무 무겁고 답 없다,0
742,걱정입니다,0
743,트럼프 통화 유출 격노에 파면됐던,0
744,안칠수 지지자들 이재명에 투표,0
745,이종환 한교원 사직 한판 제대로 깽판 처,1
746,살인과 교만함이 넘처있다고,0
747,오늘 유가 꼭지가능성 매우 높다,1
748,지옥주,0
749,모자란 애들이,0
750,반드시 때려 죽,0
751,쫄아서 털린놈 바보,0
752,부끄럽다 못해 추한 증시,0
753,완성차 안한다고 한이유가,1
754,말씀 감사,1
755,엄청 난 공격에 극복할수 있어서 감사 또,1
756,검사하나만 잘 물어도 주가조작할 수 있다,1
757,그놈은 어두운 골목,0
758,민주당은 추미애 정세균 스스로 무너지는,0
759,걱정마세요,0
760,그래서 동네바보 찍으라고,0
761,삼전 상투 집중분석 년 현물전문가,1
762,반도체 생산력 강세 만원,1
763,문재인 업적,1
764,제머 대단한가하오 머저리 미국 쌔시개같은,0
765,살인마 문재인 이재명 우크라이나,0
766,지옥 문빠 세상,0
767,종토방 설레발과,0
768,년도 년도의 악몽,0
769,바보,0
770,악마의힘퍼팩,0
771,윌리와 함께하는 이낙지를 찾아라,1
772,종전선언 정전협정 평화협정 분단리스크 해,0
773,부럽다 하이닉스,0
774,문재인 탄소중립 기후위기 발언은,0
775,삼성아 나는 너가있어 오늘도 행복하다,1
776,위험해,0
777,대마왕 주포님 총알 부족,0
778,너무 걱정마 재명이가 간다 했,0
779,윤무식이 모든걸 해결 해 줄거야,0
780,나는 독립군죽이는 쪽빨군인압재비쌔빠뜨다,0
781,드뎌 주봉차트 완성됫다,1
782,차익실현물량이 많다,1
783,년 후 아빠 우린 왜 가난해,0
784,절대 존경 못 받는 대 수구보수충들,1
785,불안한 위 삼성 갤럭시 밀리면,0
786,현상황에서 기관넘들은 주가가 폭락하기를,1
787,좋은 글이라 복사해서 남김니다,1
788,월 일에 개작두 탈 년놈을 나열해,0
789,때 들어갈걸 까비,0
790,오늘 파는넘 땅을 치고 후회,0
791,그만올라야 정상,1
792,우리나라는 부자가 더 부자되려고하면 범죄,1
793,전처에대한 질투 분노 학벌주의 반항 외모,0
794,체결강도가,0
795,독감 백신 맞고 죽은 문빠,0
796,좌파정책 좋아하는 국민들,1
797,꼭 파업 하기를,1
798,트럼프 승리 당선 바이든 사형,1
799,누구나 다 편하게 먹고살만해졌다 생각했는,1
800,만주 허매수를 지지로 생각하는 푸위,0
801,간절히 소망합니다,1
802,부정적으로 보지마라 나도 오늘 익절했지만,0
803,년만에 무역적자 사상최악,0
804,삼전은 당분간 올라 갈수 밖에 없다,0
805,고맙다,1
806,호주는 올겨울 독감 최저치,0
807,공매도 너무 싫다,0
808,단타 개미 다 나가면 가볍게 갑니다,0
809,북한군 사격 훈련 못하고 백병전도 못한다,0
810,윤정부가 지지율 올리려면 빚탕감 함해야,0
811,부럽다,0
812,누구 지지한다고 함부로얘기마라,0
813,대장동 찾는 이재명에 조수진 범인은 현,0
814,역대 대통령 과거수치 윤석열 기대,1
815,노무현재단이사장이 감옥가면,0
816,울오빠 머저리 대통령 되는데,0
817,문대통령님의 키즈 손흥민 장하다,1
818,대만에는 친중세력이 의외로 많다,1
819,멀 아쉬워해,0
820,지겹다 횡성전자,0
821,하하 삼성 단타 수익율 최고,1
822,실적 필요없다 조금식 떨어진다,0
823,미국간 들 잘 지내나 모르것다,1
824,공포감에 일 조정 예상 하지만,0
825,찬란하고 위대한 역사를 잃은 민족,0
826,나두 글케 생각해,0
827,공매제도나 좀 개선해라,1
828,흑흑 고점에서 물렷어요,0
829,대구경북연놈 몰아내고 내쫏자 반란내란,0
830,추미애 최고의 업적은 라임 옵티머스 수,1
831,공포의 하락장 시작됐다,0
832,지금 석려리 비싼 밥 쳐먹고 하는 짓,0
833,영혼을 끝도 없이 괴롭히는 쓰래기 조심하,0
834,박정희 끼 찬양한 이재명,1
835,반도체 생산력 강세 만원,1
836,이재명이는 딜 할수도 없다,0
837,죄명이따라서 전국민노숙자 가즈아,0
838,내 얘기갖고 제거 대상이면,1
839,공포의 월요일,0
840,심상정 숨쉰채 발견,1
841,삼성 노답 할아버지 할매주식,0
842,삼전 이정도 힘이면 공매도 걱정없다,0
843,사기분할로 전체시장을 분탕질하는,0
844,미국이 있어도 전쟁 못막고 결국 뽀록이,1
845,엄청난 고통에 불평 불만 많이 있는,0
846,올라도 불안하지 또 빠질까봐,0
847,임대료 꺼낸 영업 못하는데 부담은,0
848,재용이형 배당금 기대할게,1
849,오너가 불법 경영 프로포폴 투여하느라,0
850,안철수 실망이네,0
851,말만있지 증거가 없다,0
852,재앙,0
853,조국 명예훼손 구속,0
854,납치해서 강간한,0
855,대장동보지파두목 뱀죄명 교활하고 사악하고,0
856,문통이 언제부터 부칸을 의심 무서워 했냐,0
857,말씀 감사,1
858,째명이 지지율 나락갔누,0
859,층 지겹다 뛸까,0
860,졍신넉나간 배은망덕 고졸출신 양,0
861,윤석열 공매도제도 개선 증권거래세 폐지,1
862,말씀 감사,1
863,공포에 살자신 없으면 돈못번다,0
864,윤석열은 나토에서 패싱당하고 왕따 당하는,0
865,찍들이 주변에 많다 해결책,1
866,윤 총장은절제되어야 할 영역에 함부로 뛰,0
867,저랑 무상연애 해보신분,1
868,외인 컴백홈 좋아 좋아 아주좋아,1
869,한국인이 한국역사르모르니 요즘애들 머저리,0
870,본인들은 느끼고 있을까 부정으로 흐르는,0
871,아 후회한다,0
872,내일 떨어질까 저는 크게 오를거,0
873,대결집 보수후보 승리,1
874,속보 미국 상승 이후의 주춤 순환매의,0
875,문재인 최고,1
876,문재앙과 더불어당은 재앙이다,0
877,우리 민족의 대재앙 문재앙을 감옥 보내,0
878,아직도 현실부정 틀윤깨들,0
879,나라위해 아무것도 안하는,0
880,한국사람이 코로나에 잘 안걸리는 이유가,1
881,불안한 장세,0
882,난 윤석렬이 더럽게 싫다,0
883,역사상 최고의 뒤통수 경북인 사건,1
884,부정 선거면 투표 다시해야 한다하니,0
885,여자들이 좋아 하는당,1
886,삼전 가치 믿고 사신 장기투자자들이신데,1
887,오빠 헛소리 말고,0
888,푸틴이 까부는 이유,0
889,이재명이 무서워요 빨리 잡아다가 격리시,0
890,끊임없이 거짓말하고 그것이 통용,0
891,좋다,1
892,오늘 핵시험 딱 좋은 날씨,1
893,리재명 모욕하는자,0
894,삼성의 이재용 회장을 믿고 투자했습니다,1
895,베스트 드라이버 클럽 문재인 대통령님 정,1
896,이익나도,1
897,윤석열 지지한 놈들은 전쟁 꼭 나,0
898,집권 년도 아니고 개월만에 지지율,0
899,박영수 딸도 아파,0
900,큰 재앙이 닥칠것이다,0
901,나노도 빌빌 대고 있는 인텔 무서워,0
902,김대중은 인제가 최고 은인이다,1
903,한동훈의 미소,1
904,연기금 존경스럽다,1
905,성투하세요 저는 오늘에야 남은수량 정리하,0
906,듣기 싫은,0
907,정권 임기까지 정책 변화 없다,0
908,지배구조 완성 싯점부터오른다,1
909,세계 대예언 종말 일치시점,0
910,애석하다 아베,0
911,하닉대장 삼전은 소외주 개미지옥굴,0
912,대통령이 못한 백신 이재용이 구해오면,0
913,파우치 오미크론 미친 전염력 과시,0
914,빈대들은 구속시키는 걸로,0
915,만전자 축하,1
916,문재인 대통령님께 충성하라,1
917,미국월가 삼성전자 너무 거품 심하다,0
918,그냥 삼전사놓고 기다리면 수익난다,1
919,여성가족부 폐지가 답 성평등지수 높은,1
920,주식시장 졸라 재미도없고,1
921,이재용땜에 가장 크게 피해받는게,0
922,이나라 우파 대통령 윤석열의 업적,1
923,현재 일본의 시국을 요약 해 주마,0
924,왜 떨어진다고 생각해,0
925,삼전에 기대하지마라,1
926,윤짜장을 대통령으로 인정,1
927,전세계에서 가장 빠른 발전을 한 국가,1
928,윤석열 대통령님 말고 이재명 욕을 해라,0
929,연기금 욕하지말고 양심적 납세거부 운동해,0
930,개미 평단 만원대가 많지 않나요,1
931,제목 무궁화 꽃을,0
932,연기금과 함께라면,1
933,추매하고싶은데 돈이 없다,0
934,전세계 바이러스는 양산으로,0
935,이재명 지사님 지지해주세요,0
936,대통령이 헛소리나 해대니,0
937,그대여 걱정말아요,0
938,이렇게 삼전에 믿음이 없네,1
939,단독 교통딱지로 세수 메우나 정,1
940,어느 대깨문의 고백,1
941,전라도 들 진짜 싫다,0
942,코스피 천 시대는 가치주 현대제철,1
943,성투하세요 저는 오늘에야 남은수량 정리하,0
944,온라인 스포츠 스펙주 상장한다,0
945,고통,0
946,삼전 경영진 주가 관심없다,0
947,매도벽 없다,0
948,전세계 한국 비난,0
949,부지런히 부지런히 진격해 나가시게,1
950,삼전이 민노총떨거지들한테 져서 되것소잉,0
951,욕심 부리지 마시고 적당히 먹고 나오세요,0
952,더러운 미선물,0
953,잡주 공매도 개미 힘들어 삼성 탈,0
954,이준석 지지율 대 빼곤 다 포,0
955,종토방에도 주린이 생각해서 쓰는글 많다,1
956,뭐하러 일해요 실업급여 중독 확산,0
957,내일 삼성전자 반등주는것이 더 걱정,0
958,미 선물 의미없다,0
959,민주당들은 왜이리 사전투표를 좋아할까,1
960,진실한 용기가 있다면,1
961,한미동맹 국뽕 최상급임 이번 방한은,1
962,오늘 모조리 싹다 패배했다가 여자배구 하,0
963,기관 외인 더러운 것들 예들아,0
964,한번도 격어보지 못한 신발 투척,0
965,재앙이 퇴임후 부엉이바위 가는거냐,0
966,사기분할로 전체시장을 분탕질하는,0
967,이준석보다 윤석열이가 좋다,1
968,삼전 성장 수혜주 반도체 소부장도,1
969,역대 천하의 최악 대통령의 정책 남발 시,0
970,악의꽃,0
971,후회하지 말고 반등시 현금화하세요,0
972,신뢰를 잃은것은 끝장을 내야한다,1
973,개천절 불법집회 참여자 즉시 검거 운전,0
974,불법공매도 방지 아이디어,0
975,말씀 감사,1
976,김건희 저는 평생밥해준다해서 결혼,0
977,비가 내릴때는 일단 현금화 관망이,0
978,전문가들이 좋게 얘기 함,1
979,횡령으로 구속인데,0
980,바이든이 가장존경하는 사람,1
981,내일 스킷 걸려도 삼성은 다 걱정마라,0
982,문재인 대통령님 삼성전자 키워주셔서 감사,1
983,일본이 기대하고 있는 것들,1
984,더럽게 빠지네,0
985,팔기 전에는 손해본 거 아님,0
986,쥴리의 저주,0
987,머 그냥 만은 이번주라도 쉽게넘겨,1
988,발전하는 삼성을 보고싶어 나는,1
989,오늘 개미들 겁나게 떨렸다,0
990,지겹다,0
991,자 우리는 주식쟁이니 이성적으로 냉철한,1
992,말씀 감사,1
993,나토 회의 앞두고 열공 모드,1
994,하루종일 쳐내리다끝날듯 포기해,0
995,속보 문재인 면상 밥풀의 진실,1
